c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,-0.28,-0.232,0,,,0.494,-0.171,-0.323,1,,,,0.644,-0.319,-0.325,1,,,,,,,,,,,,,0.644,-0.319,-0.325,0,,,,0.644,-0.319,-0.325,7,,,,0.644,-0.319,-0.325,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,-0.27,-0.253,0,,,0.481,-0.152,-0.328,1,,,,0.619,-0.289,-0.33,1,,,,,,,,,,,,,0.619,-0.289,-0.33,0,,,,0.619,-0.289,-0.33,7,,,,0.619,-0.289,-0.33,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,-0.261,-0.274,0,,,0.465,-0.132,-0.333,1,,,,0.593,-0.258,-0.335,1,,,,,,,,,,,,,0.593,-0.258,-0.335,0,,,,0.593,-0.258,-0.335,7,,,,0.593,-0.258,-0.335,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,-0.25,-0.294,0,,,0.447,-0.111,-0.336,1,,,,0.566,-0.227,-0.338,1,,,,,,,,,,,,,0.566,-0.227,-0.338,0,,,,0.566,-0.227,-0.338,7,,,,0.566,-0.227,-0.338,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,-0.24,-0.315,0,,,0.426,-0.087,-0.339,1,,,,0.538,-0.196,-0.342,1,,,,,,,,,,,,,0.538,-0.196,-0.342,0,,,,0.538,-0.196,-0.342,7,,,,0.538,-0.196,-0.342,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563,-0.229,-0.334,0,,,0.404,-0.061,-0.343,1,,,,0.51,-0.164,-0.345,1,,,,,,,,,,,,,0.51,-0.164,-0.345,0,,,,0.51,-0.164,-0.345,7,,,,0.51,-0.164,-0.345,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572,-0.218,-0.354,0,,,0.381,-0.034,-0.347,1,,,,0.482,-0.131,-0.35,1,,,,,,,,,,,,,0.482,-0.131,-0.35,0,,,,0.482,-0.131,-0.35,7,,,,0.482,-0.131,-0.35,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,-0.206,-0.373,0,,,0.359,-0.006,-0.353,1,,,,0.454,-0.098,-0.356,1,,,,,,,,,,,,,0.454,-0.098,-0.356,0,,,,0.454,-0.098,-0.356,7,,,,0.454,-0.098,-0.356,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,-0.194,-0.392,0,,,0.336,0.023,-0.359,1,,,,0.426,-0.063,-0.363,1,,,,,,,,,,,,,0.426,-0.063,-0.363,0,,,,0.426,-0.063,-0.363,7,,,,0.426,-0.063,-0.363,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,-0.182,-0.409,0,,,0.315,0.051,-0.366,1,,,,0.398,-0.028,-0.37,1,,,,,,,,,,,,,0.398,-0.028,-0.37,0,,,,0.398,-0.028,-0.37,7,,,,0.398,-0.028,-0.37,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,-0.17,-0.427,0,,,0.295,0.077,-0.372,1,,,,0.369,0.007,-0.376,1,,,,,,,,,,,,,0.369,0.007,-0.376,0,,,,0.369,0.007,-0.376,7,,,,0.369,0.007,-0.376,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601,-0.158,-0.443,0,,,0.275,0.102,-0.377,1,,,,0.34,0.041,-0.381,1,,,,,,,,,,,,,0.34,0.041,-0.381,0,,,,0.34,0.041,-0.381,7,,,,0.34,0.041,-0.381,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604,-0.145,-0.459,0,,,0.255,0.124,-0.38,1,,,,0.309,0.075,-0.384,1,,,,,,,,,,,,,0.309,0.075,-0.384,0,,,,0.309,0.075,-0.384,7,,,,0.309,0.075,-0.384,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,-0.132,-0.474,0,,,0.235,0.145,-0.381,1,,,,0.278,0.108,-0.385,1,,,,,,,,,,,,,0.278,0.108,-0.385,0,,,,0.278,0.108,-0.385,7,,,,0.278,0.108,-0.385,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,-0.119,-0.488,0,,,0.215,0.165,-0.38,1,,,,0.245,0.14,-0.385,1,,,,,,,,,,,,,0.245,0.14,-0.385,0,,,,0.245,0.14,-0.385,7,,,,0.245,0.14,-0.385,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,-0.105,-0.502,0,,,0.194,0.184,-0.377,1,,,,0.211,0.171,-0.383,1,,,,,,,,,,,,,0.211,0.171,-0.383,0,,,,0.211,0.171,-0.383,7,,,,0.211,0.171,-0.383,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,-0.092,-0.515,0,,,0.172,0.203,-0.374,1,,,,0.178,0.202,-0.38,1,,,,,,,,,,,,,0.178,0.202,-0.38,0,,,,0.178,0.202,-0.38,7,,,,0.178,0.202,-0.38,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,-0.078,-0.527,0,,,0.149,0.222,-0.371,1,,,,0.144,0.233,-0.377,1,,,,,,,,,,,,,0.144,0.233,-0.377,0,,,,0.144,0.233,-0.377,7,,,,0.144,0.233,-0.377,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603,-0.064,-0.539,0,,,0.125,0.243,-0.368,1,,,,0.11,0.264,-0.374,1,,,,,,,,,,,,,0.11,0.264,-0.374,0,,,,0.11,0.264,-0.374,7,,,,0.11,0.264,-0.374,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.05,-0.55,0,,,0.101,0.264,-0.365,1,,,,0.077,0.295,-0.371,1,,,,,,,,,,,,,0.077,0.295,-0.371,0,,,,0.077,0.295,-0.371,7,,,,0.077,0.295,-0.371,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,-0.036,-0.56,0,,,0.075,0.287,-0.363,1,,,,0.044,0.326,-0.369,1,,,,,,,,,,,,,0.044,0.326,-0.369,0,,,,0.044,0.326,-0.369,7,,,,0.044,0.326,-0.369,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,-0.022,-0.57,0,,,0.05,0.311,-0.361,1,,,,0.011,0.357,-0.368,1,,,,,,,,,,,,,0.011,0.357,-0.368,0,,,,0.011,0.357,-0.368,7,,,,0.011,0.357,-0.368,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,-0.009,-0.578,0,,,0.024,0.334,-0.358,1,,,,-0.022,0.387,-0.366,1,,,,,,,,,,,,,-0.022,0.387,-0.366,0,,,,-0.022,0.387,-0.366,7,,,,-0.022,0.387,-0.366,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.005,-0.585,0,,,-0.002,0.358,-0.356,1,,,,-0.054,0.417,-0.363,1,,,,,,,,,,,,,-0.054,0.417,-0.363,0,,,,-0.054,0.417,-0.363,7,,,,-0.054,0.417,-0.363,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573,0.019,-0.592,0,,,-0.028,0.38,-0.352,1,,,,-0.086,0.447,-0.36,1,,,,,,,,,,,,,-0.086,0.447,-0.36,0,,,,-0.086,0.447,-0.36,7,,,,-0.086,0.447,-0.36,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,0.033,-0.598,0,,,-0.052,0.4,-0.348,1,,,,-0.119,0.475,-0.356,1,,,,,,,,,,,,,-0.119,0.475,-0.356,0,,,,-0.119,0.475,-0.356,7,,,,-0.119,0.475,-0.356,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,0.047,-0.603,0,,,-0.077,0.419,-0.342,1,,,,-0.152,0.503,-0.351,1,,,,,,,,,,,,,-0.152,0.503,-0.351,0,,,,-0.152,0.503,-0.351,7,,,,-0.152,0.503,-0.351,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546,0.061,-0.607,0,,,-0.1,0.436,-0.336,1,,,,-0.184,0.529,-0.345,1,,,,,,,,,,,,,-0.184,0.529,-0.345,0,,,,-0.184,0.529,-0.345,7,,,,-0.184,0.529,-0.345,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535,0.075,-0.61,0,,,-0.122,0.452,-0.33,1,,,,-0.217,0.555,-0.339,1,,,,,,,,,,,,,-0.217,0.555,-0.339,0,,,,-0.217,0.555,-0.339,7,,,,-0.217,0.555,-0.339,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524,0.088,-0.612,0,,,-0.144,0.466,-0.322,1,,,,-0.249,0.581,-0.332,1,,,,,,,,,,,,,-0.249,0.581,-0.332,0,,,,-0.249,0.581,-0.332,7,,,,-0.249,0.581,-0.332,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,0.102,-0.613,0,,,-0.165,0.48,-0.315,1,,,,-0.281,0.605,-0.324,1,,,,,,,,,,,,,-0.281,0.605,-0.324,0,,,,-0.281,0.605,-0.324,7,,,,-0.281,0.605,-0.324,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.498,0.115,-0.613,0,,,-0.186,0.493,-0.306,1,,,,-0.312,0.628,-0.316,1,,,,,,,,,,,,,-0.312,0.628,-0.316,0,,,,-0.312,0.628,-0.316,7,,,,-0.312,0.628,-0.316,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485,0.128,-0.613,0,,,-0.208,0.505,-0.297,1,,,,-0.344,0.651,-0.307,1,,,,,,,,,,,,,-0.344,0.651,-0.307,0,,,,-0.344,0.651,-0.307,7,,,,-0.344,0.651,-0.307,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.141,-0.612,0,,,-0.23,0.517,-0.287,1,,,,-0.375,0.672,-0.298,1,,,,,,,,,,,,,-0.375,0.672,-0.298,0,,,,-0.375,0.672,-0.298,7,,,,-0.375,0.672,-0.298,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,0.154,-0.609,0,,,-0.252,0.529,-0.277,1,,,,-0.405,0.692,-0.287,1,,,,,,,,,,,,,-0.405,0.692,-0.287,0,,,,-0.405,0.692,-0.287,7,,,,-0.405,0.692,-0.287,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.166,-0.606,0,,,-0.275,0.54,-0.265,1,,,,-0.436,0.712,-0.276,1,,,,,,,,,,,,,-0.436,0.712,-0.276,0,,,,-0.436,0.712,-0.276,7,,,,-0.436,0.712,-0.276,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,0.178,-0.603,0,,,-0.298,0.552,-0.254,1,,,,-0.465,0.73,-0.264,1,,,,,,,,,,,,,-0.465,0.73,-0.264,0,,,,-0.465,0.73,-0.264,7,,,,-0.465,0.73,-0.264,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,0.19,-0.598,0,,,-0.322,0.564,-0.242,1,,,,-0.494,0.747,-0.253,1,,,,,,,,,,,,,-0.494,0.747,-0.253,0,,,,-0.494,0.747,-0.253,7,,,,-0.494,0.747,-0.253,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.202,-0.592,0,,,-0.345,0.575,-0.231,1,,,,-0.522,0.764,-0.242,1,,,,,,,,,,,,,-0.522,0.764,-0.242,0,,,,-0.522,0.764,-0.242,7,,,,-0.522,0.764,-0.242,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,0.214,-0.586,0,,,-0.367,0.586,-0.22,1,,,,-0.549,0.78,-0.231,1,,,,,,,,,,,,,-0.549,0.78,-0.231,0,,,,-0.549,0.78,-0.231,7,,,,-0.549,0.78,-0.231,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,0.225,-0.579,0,,,-0.387,0.597,-0.21,1,,,,-0.575,0.796,-0.221,1,,,,,,,,,,,,,-0.575,0.796,-0.221,0,,,,-0.575,0.796,-0.221,7,,,,-0.575,0.796,-0.221,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,0.236,-0.571,0,,,-0.406,0.606,-0.2,1,,,,-0.599,0.81,-0.211,1,,,,,,,,,,,,,-0.599,0.81,-0.211,0,,,,-0.599,0.81,-0.211,7,,,,-0.599,0.81,-0.211,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,0.246,-0.562,0,,,-0.423,0.614,-0.19,1,,,,-0.622,0.824,-0.202,1,,,,,,,,,,,,,-0.622,0.824,-0.202,0,,,,-0.622,0.824,-0.202,7,,,,-0.622,0.824,-0.202,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.256,-0.552,0,,,-0.439,0.619,-0.18,1,,,,-0.645,0.837,-0.191,1,,,,,,,,,,,,,-0.645,0.837,-0.191,0,,,,-0.645,0.837,-0.191,7,,,,-0.645,0.837,-0.191,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.265,-0.541,0,,,-0.453,0.623,-0.169,1,,,,-0.667,0.848,-0.18,1,,,,,,,,,,,,,-0.667,0.848,-0.18,0,,,,-0.667,0.848,-0.18,7,,,,-0.667,0.848,-0.18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,0.274,-0.529,0,,,-0.467,0.624,-0.157,1,,,,-0.689,0.857,-0.168,1,,,,,,,,,,,,,-0.689,0.857,-0.168,0,,,,-0.689,0.857,-0.168,7,,,,-0.689,0.857,-0.168,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,0.283,-0.516,0,,,-0.481,0.624,-0.142,1,,,,-0.711,0.864,-0.153,1,,,,,,,,,,,,,-0.711,0.864,-0.153,0,,,,-0.711,0.864,-0.153,7,,,,-0.711,0.864,-0.153,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212,0.291,-0.503,0,,,-0.496,0.623,-0.127,1,,,,-0.732,0.869,-0.137,1,,,,,,,,,,,,,-0.732,0.869,-0.137,0,,,,-0.732,0.869,-0.137,7,,,,-0.732,0.869,-0.137,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.299,-0.489,0,,,-0.512,0.622,-0.11,1,,,,-0.752,0.873,-0.121,1,,,,,,,,,,,,,-0.752,0.873,-0.121,0,,,,-0.752,0.873,-0.121,7,,,,-0.752,0.873,-0.121,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,0.307,-0.475,0,,,-0.527,0.62,-0.093,1,,,,-0.772,0.875,-0.103,1,,,,,,,,,,,,,-0.772,0.875,-0.103,0,,,,-0.772,0.875,-0.103,7,,,,-0.772,0.875,-0.103,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.314,-0.46,0,,,-0.543,0.62,-0.076,1,,,,-0.79,0.877,-0.087,1,,,,,,,,,,,,,-0.79,0.877,-0.087,0,,,,-0.79,0.877,-0.087,7,,,,-0.79,0.877,-0.087,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.321,-0.445,0,,,-0.559,0.619,-0.061,1,,,,-0.806,0.877,-0.071,1,,,,,,,,,,,,,-0.806,0.877,-0.071,0,,,,-0.806,0.877,-0.071,7,,,,-0.806,0.877,-0.071,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,0.327,-0.429,0,,,-0.573,0.619,-0.046,1,,,,-0.821,0.877,-0.056,1,,,,,,,,,,,,,-0.821,0.877,-0.056,0,,,,-0.821,0.877,-0.056,7,,,,-0.821,0.877,-0.056,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.333,-0.412,0,,,-0.585,0.618,-0.033,1,,,,-0.834,0.876,-0.043,1,,,,,,,,,,,,,-0.834,0.876,-0.043,0,,,,-0.834,0.876,-0.043,7,,,,-0.834,0.876,-0.043,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.338,-0.395,0,,,-0.595,0.616,-0.021,1,,,,-0.845,0.875,-0.03,1,,,,,,,,,,,,,-0.845,0.875,-0.03,0,,,,-0.845,0.875,-0.03,7,,,,-0.845,0.875,-0.03,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.343,-0.377,0,,,-0.603,0.613,-0.009,1,,,,-0.854,0.872,-0.018,1,,,,,,,,,,,,,-0.854,0.872,-0.018,0,,,,-0.854,0.872,-0.018,7,,,,-0.854,0.872,-0.018,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.347,-0.358,0,,,-0.61,0.607,0.002,1,,,,-0.862,0.869,-0.006,1,,,,,,,,,,,,,-0.862,0.869,-0.006,0,,,,-0.862,0.869,-0.006,7,,,,-0.862,0.869,-0.006,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012,0.35,-0.339,0,,,-0.615,0.6,0.015,1,,,,-0.87,0.863,0.006,1,,,,,,,,,,,,,-0.87,0.863,0.006,0,,,,-0.87,0.863,0.006,7,,,,-0.87,0.863,0.006,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034,0.353,-0.319,0,,,-0.619,0.591,0.028,1,,,,-0.876,0.856,0.02,1,,,,,,,,,,,,,-0.876,0.856,0.02,0,,,,-0.876,0.856,0.02,7,,,,-0.876,0.856,0.02,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.057,0.356,-0.299,0,,,-0.622,0.58,0.043,1,,,,-0.882,0.847,0.035,1,,,,,,,,,,,,,-0.882,0.847,0.035,0,,,,-0.882,0.847,0.035,7,,,,-0.882,0.847,0.035,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.358,-0.278,0,,,-0.625,0.567,0.058,1,,,,-0.887,0.836,0.051,1,,,,,,,,,,,,,-0.887,0.836,0.051,0,,,,-0.887,0.836,0.051,7,,,,-0.887,0.836,0.051,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.36,-0.257,0,,,-0.628,0.554,0.074,1,,,,-0.891,0.824,0.067,1,,,,,,,,,,,,,-0.891,0.824,0.067,0,,,,-0.891,0.824,0.067,7,,,,-0.891,0.824,0.067,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,0.361,-0.236,0,,,-0.631,0.54,0.091,1,,,,-0.894,0.81,0.084,1,,,,,,,,,,,,,-0.894,0.81,0.084,0,,,,-0.894,0.81,0.084,7,,,,-0.894,0.81,0.084,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.147,0.362,-0.215,0,,,-0.633,0.526,0.107,1,,,,-0.896,0.795,0.101,1,,,,,,,,,,,,,-0.896,0.795,0.101,0,,,,-0.896,0.795,0.101,7,,,,-0.896,0.795,0.101,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.169,0.362,-0.193,0,,,-0.636,0.513,0.122,1,,,,-0.896,0.779,0.117,1,,,,,,,,,,,,,-0.896,0.779,0.117,0,,,,-0.896,0.779,0.117,7,,,,-0.896,0.779,0.117,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.191,0.361,-0.171,0,,,-0.638,0.501,0.137,1,,,,-0.895,0.763,0.132,1,,,,,,,,,,,,,-0.895,0.763,0.132,0,,,,-0.895,0.763,0.132,7,,,,-0.895,0.763,0.132,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.212,0.361,-0.148,0,,,-0.639,0.488,0.151,1,,,,-0.891,0.745,0.146,1,,,,,,,,,,,,,-0.891,0.745,0.146,0,,,,-0.891,0.745,0.146,7,,,,-0.891,0.745,0.146,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.233,0.359,-0.126,0,,,-0.639,0.475,0.164,1,,,,-0.886,0.727,0.159,1,,,,,,,,,,,,,-0.886,0.727,0.159,0,,,,-0.886,0.727,0.159,7,,,,-0.886,0.727,0.159,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.254,0.357,-0.103,0,,,-0.637,0.461,0.176,1,,,,-0.88,0.708,0.172,1,,,,,,,,,,,,,-0.88,0.708,0.172,0,,,,-0.88,0.708,0.172,7,,,,-0.88,0.708,0.172,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.274,0.355,-0.081,0,,,-0.634,0.447,0.188,1,,,,-0.872,0.688,0.184,1,,,,,,,,,,,,,-0.872,0.688,0.184,0,,,,-0.872,0.688,0.184,7,,,,-0.872,0.688,0.184,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.294,0.351,-0.058,0,,,-0.629,0.43,0.199,1,,,,-0.863,0.667,0.196,1,,,,,,,,,,,,,-0.863,0.667,0.196,0,,,,-0.863,0.667,0.196,7,,,,-0.863,0.667,0.196,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.313,0.348,-0.035,0,,,-0.623,0.413,0.21,1,,,,-0.853,0.646,0.207,1,,,,,,,,,,,,,-0.853,0.646,0.207,0,,,,-0.853,0.646,0.207,7,,,,-0.853,0.646,0.207,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.332,0.344,-0.012,0,,,-0.615,0.394,0.221,1,,,,-0.841,0.623,0.219,1,,,,,,,,,,,,,-0.841,0.623,0.219,0,,,,-0.841,0.623,0.219,7,,,,-0.841,0.623,0.219,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.351,0.339,0.011,0,,,-0.606,0.374,0.232,1,,,,-0.829,0.599,0.23,1,,,,,,,,,,,,,-0.829,0.599,0.23,0,,,,-0.829,0.599,0.23,7,,,,-0.829,0.599,0.23,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.369,0.335,0.034,0,,,-0.597,0.354,0.243,1,,,,-0.815,0.574,0.241,1,,,,,,,,,,,,,-0.815,0.574,0.241,0,,,,-0.815,0.574,0.241,7,,,,-0.815,0.574,0.241,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.387,0.329,0.058,0,,,-0.587,0.333,0.254,1,,,,-0.801,0.548,0.252,1,,,,,,,,,,,,,-0.801,0.548,0.252,0,,,,-0.801,0.548,0.252,7,,,,-0.801,0.548,0.252,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.404,0.323,0.081,0,,,-0.576,0.311,0.264,1,,,,-0.785,0.521,0.264,1,,,,,,,,,,,,,-0.785,0.521,0.264,0,,,,-0.785,0.521,0.264,7,,,,-0.785,0.521,0.264,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,0.317,0.104,0,,,-0.564,0.289,0.275,1,,,,-0.769,0.494,0.275,1,,,,,,,,,,,,,-0.769,0.494,0.275,0,,,,-0.769,0.494,0.275,7,,,,-0.769,0.494,0.275,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.436,0.31,0.126,0,,,-0.553,0.267,0.286,1,,,,-0.751,0.465,0.286,1,,,,,,,,,,,,,-0.751,0.465,0.286,0,,,,-0.751,0.465,0.286,7,,,,-0.751,0.465,0.286,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452,0.303,0.149,0,,,-0.541,0.244,0.297,1,,,,-0.733,0.436,0.297,1,,,,,,,,,,,,,-0.733,0.436,0.297,0,,,,-0.733,0.436,0.297,7,,,,-0.733,0.436,0.297,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.466,0.295,0.171,0,,,-0.529,0.221,0.308,1,,,,-0.714,0.406,0.308,1,,,,,,,,,,,,,-0.714,0.406,0.308,0,,,,-0.714,0.406,0.308,7,,,,-0.714,0.406,0.308,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,0.287,0.193,0,,,-0.516,0.199,0.318,1,,,,-0.694,0.375,0.319,1,,,,,,,,,,,,,-0.694,0.375,0.319,0,,,,-0.694,0.375,0.319,7,,,,-0.694,0.375,0.319,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.493,0.278,0.215,0,,,-0.504,0.177,0.327,1,,,,-0.673,0.344,0.329,1,,,,,,,,,,,,,-0.673,0.344,0.329,0,,,,-0.673,0.344,0.329,7,,,,-0.673,0.344,0.329,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.506,0.269,0.236,0,,,-0.491,0.155,0.335,1,,,,-0.651,0.313,0.337,1,,,,,,,,,,,,,-0.651,0.313,0.337,0,,,,-0.651,0.313,0.337,7,,,,-0.651,0.313,0.337,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.517,0.26,0.257,0,,,-0.477,0.134,0.343,1,,,,-0.627,0.282,0.345,1,,,,,,,,,,,,,-0.627,0.282,0.345,0,,,,-0.627,0.282,0.345,7,,,,-0.627,0.282,0.345,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.528,0.25,0.278,0,,,-0.461,0.113,0.348,1,,,,-0.602,0.251,0.351,1,,,,,,,,,,,,,-0.602,0.251,0.351,0,,,,-0.602,0.251,0.351,7,,,,-0.602,0.251,0.351,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.539,0.24,0.298,0,,,-0.445,0.092,0.353,1,,,,-0.576,0.22,0.356,1,,,,,,,,,,,,,-0.576,0.22,0.356,0,,,,-0.576,0.22,0.356,7,,,,-0.576,0.22,0.356,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.548,0.23,0.319,0,,,-0.426,0.069,0.356,1,,,,-0.549,0.189,0.36,1,,,,,,,,,,,,,-0.549,0.189,0.36,0,,,,-0.549,0.189,0.36,7,,,,-0.549,0.189,0.36,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.557,0.219,0.338,0,,,-0.406,0.046,0.36,1,,,,-0.521,0.158,0.363,1,,,,,,,,,,,,,-0.521,0.158,0.363,0,,,,-0.521,0.158,0.363,7,,,,-0.521,0.158,0.363,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.565,0.208,0.357,0,,,-0.384,0.022,0.363,1,,,,-0.493,0.126,0.366,1,,,,,,,,,,,,,-0.493,0.126,0.366,0,,,,-0.493,0.126,0.366,7,,,,-0.493,0.126,0.366,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.573,0.196,0.376,0,,,-0.362,-0.004,0.366,1,,,,-0.464,0.094,0.37,1,,,,,,,,,,,,,-0.464,0.094,0.37,0,,,,-0.464,0.094,0.37,7,,,,-0.464,0.094,0.37,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.579,0.184,0.395,0,,,-0.34,-0.03,0.37,1,,,,-0.435,0.061,0.375,1,,,,,,,,,,,,,-0.435,0.061,0.375,0,,,,-0.435,0.061,0.375,7,,,,-0.435,0.061,0.375,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.585,0.172,0.413,0,,,-0.319,-0.055,0.375,1,,,,-0.407,0.027,0.379,1,,,,,,,,,,,,,-0.407,0.027,0.379,0,,,,-0.407,0.027,0.379,7,,,,-0.407,0.027,0.379,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.299,-0.081,0.379,1,,,,-0.378,-0.007,0.385,1,,,,,,,,,,,,,-0.378,-0.007,0.385,0,,,,-0.378,-0.007,0.385,7,,,,-0.378,-0.007,0.385,1
